Text,Emotion
i feel a bit foolish even bothering to post anything on fridays,sadness
@asexynyfemale just make sure you have it well done,sadness
hi guys just doing da usael notmuch really! &lt;3 sad me,sadness
"@PRChels_BE I heard the Yellow Light Maybes put on a great show Saturday! Sorry I missed it, Chelk.",sadness
i know later when i read this ill feel regretful that ive posted such thing and ill be mad at my self,sadness
i can feel it in my aching bones,sadness
ill write again soon cant wait to hear from everyone im feeling pretty homesick right now,sadness
i feel like ive blinked and missed it,sadness
Legs are hurting because I was standing up all day.,sadness
i find myself feeling sentimental pretty much every day,sadness
i know a lot but i feel so stupid because i can not portray it,sadness
im feeling rotten just talking about it,sadness
watching &quot;la rosa de guadalupe&quot; damm this episode is so true they are people that make fun of the people that are virgins,sadness
In checkout line...kate &amp; jon splashed all over us weekly. sad,sadness
i feel a little inadequate but i just cant seem to keep up,sadness
"@suzbooze I wanna go, but I so freaking broke   Have fun for me",sadness
i feel so empty while i m turning your corpse inside out like something broken never actually alive but now you re ended one more for my collection,sadness
i keep feeling that sometimes one just has to fake it till they make it,sadness
i feel stupid using this name,sadness
i know my good friends are biking through tulip fields i feel a little regretful,sadness
i was trying not to focus on those feelings and i didn t want to validate my emotional down turns by broadcasting them,sadness
i feel blank and at a loss but hey that s old hat,sadness
"Working from home today, my back is killing me  Doctor and then physio after later today.",sadness
"@stoya limited web access? i thought europe was a lot more &quot;connected&quot; than we were. regardless, have fun, i've never been to europe",sadness
i thought sarah felt during the movie her thoughts feelings and fears but i dont think it was all jareths fault although i think she blamed it all on him i think it was her fault too after all she read the whole labyrinth book and she wished for him to come and take toby away,sadness
i then open my eyes and shes gone i cant help but feel alone,sadness
@paulmwatson not gonna ask what a boom boom is!  morning.,sadness
hates the sound of silence..doesnt like being shut out..,sadness
@raylewis name change Uncle Remus Lewis #foh #theydontlikeyoueither #lost #unwoke,sadness
i consistently ask myself especially when i am feeling low or having doubts about my future,sadness
i just feel humiliated and stupid that i didnt realize that all these things were only pushing you farther away from me,sadness
i really hope so i feel so isolated right now and on top of feeling overwhelmed confused lonely stressed and nervous it s really difficult at the moment,sadness
i woke up later in the morning it was clear that she was feeling pretty lousy and luckily our normal vet had an appointment available later that morning,sadness
im completely fine with bowler providing readers who might be going through a similar identity crisis with the message that they are not alone that their urgings and longings are normal and that they shouldnt be made to feel ashamed of them,sadness
i oil rich in omega reverses the look and feel of damaged hair as it weightlessly restores bounce for full flowing styles,sadness
i hate being in an environment where im constantly feeling rejected cast aside and forgotten e,sadness
"night out had 2 b put on hold 4 2 weeks coz i was so ill last nite, gutted! still had a nice nite tho  but whers the sun gone!",sadness
i remember feeling so embarrassed the entire meeting,sadness
Storm system that looked to bring us rain today is going to miss us,sadness
PSA::::: Being that I've been usuing twiddict- my last 14 tweets have yet to show on the bored. Bare w me.,sadness
@Dakshinamurti Not yet... sorry,sadness
i looked down at my sweet boy hudson i knew this was my calling and that his spirit needed me at all times even when im frustrated and feel helpless and lost as a mother,sadness
missing @MeLDiBiAsE...6 days can't pass quick enough,sadness
Looking for a special girl  im fed up of bein hurt,sadness
@chrlttgrc nope im nott! i was planning on doing but my aunties come over from america and we're havin this big family meal so i cant  xx,sadness
@RyhenMessedUp goodbye despair,sadness
rain rain go away.  had to cancel my pool plans! tragic.,sadness
@donttreeriddle Oh noes!! Melted ice cream = do not want.,sadness
i don t feel depressed for lack of a husband all the time,sadness
i am sorry amma if i made you feel bad but i was being honest,sadness
@TDYLN sadly not :(,sadness
Not in front of the tv  wats the score an inning??,sadness
i just am so tired of feeling lonely and yet when someone comes along who can take away that feeling i run away,sadness
"Praying for pressure on brain 2 subside, for brain seizures 2 stop &amp; for tumors 2 go - Dan is comfortable but still has niggling cough",sadness
@MandyyJirouxx but Today mtv does not allow us to vote,sadness
i feel they look a little awkward just below,sadness
Gonna be a loooooong year as a Browns fan. Longer than normal and that's #sad,sadness
i didnt want to walk passed there just in case the customers feel disturbed,sadness
i feel so helpless yet so motivated to do something,sadness
i get into groups i feel really awkward and overcompensate by being too talkative or by getting really quiet,sadness
@teemwilliams MICHELLEEEEEEEEEEEEMYBELLEEEEEEEEEEEEEEEEEE *snif snif*,sadness
I miss Heroes already  Come one fall!,sadness
i dont want to talk to anyone because it was such a dumb mistake and i feel so miserable already that i dont think i could take someone giving me one of those are you serious,sadness
pics arent working for me here on twitter,sadness
Waaaaaaaa they kicked us out of the bank. Getting it until monday  OMG Chilito,sadness
"ugh gone through 2 new phones and now my screen is black, which means no texting",sadness
if i wasnt workin in 5 hours id be gettin ratarsed to the point where i couldnt even see let alone stand up...THAT is how shit i feel,sadness
UGH. why is it so hard to upload a picture on twitter?,sadness
@fudgecrumpet saw the deforestation.so not surprised of bad back but @mrsfudgecrumpet moan back at you.lol,sadness
i began to feel a bit regretful,sadness
#twpp and no one told me?,sadness
i feel remorseful for my fellow teachers having to go back to work tomorrow,sadness
i see jacque i feel extremely guilty because she still hasn t forgiven me,sadness
i feel like i ve gone a bit dull and they all agree that s the beauty of real friends they tell you when you re being stupid,sadness
i would take days that i would feel low tuck them away and ignore it rather than sitting in it like i had learned to do in the past to get through these moments,sadness
i said you are not focused with me and when you are not focused with me i feel unimportant,sadness
tonight was a very bad night,sadness
In the middle of breakfast the school called.Yep...back to get Shey...AGAIN.3rd migraine this week or maybe one that never went away,sadness
"There's Nothing To Do Right Now And I'm Tired But I Don't Want To Sleep. Cleaned Up Pretty Good, So Proud. At Least I'd Be A Good Janitor",sadness
i step back in the game day after day even when the odds of success seem out of favor i love on and when i feel nothing but ugly inside she is there to remind me of who i really am and nothing could be prettier than that,sadness
"@TiptheMilkman awww  no problem , sorry for tha loss",sadness
@BoomKatt  i want more but its just so bittersweet lol,sadness
i am feeling needy needing you so needing your love by the grove,sadness
it's official- the Twilight Saga has ended...*sigh*...my life is empty!,sadness
Let's get drunk and tell each other things we're afraid to say when we're sober.,sadness
"The Aspitar Hospital in Doha is amazing. Great service, nice building and free WiFi. Win",sadness
"@DinoHyogi Hakyeon takes all the attention happily, perching on Wonshik's shoulder to sulk when Jaehwan accidentally caused a tiny explosion",sadness
i fully understand the frustration that many fans are feeling but as a target blank href http twitter,sadness
i feel horrible now as a result,sadness
i felt like i couldnt let myself believe the feelings i was getting from these men that the phone call had been a fake,sadness
@coollike  the cokies arnt real imaginary will hav to do mmmmmmmmmmmm cookie...,sadness
"In school ; With Victoria &amp; Bryan (: _ no more school soon, sadd i am",sadness
"A sunny morning in the Big K, with lawns to mow and a 2 mile to run to attempt, urgh",sadness
So now... yeah. I'm home again.\nStill feeling mixed up inside &amp; kinda gloomy. But a little more optimistic that I'll figure this out.,sadness
Never has a 2pm finish looked so enjoyable. Pity I'm teetotal for another week,sadness
"i miss everyone... i need faces  , not witty situational updates, but these will do...",sadness
i feel like an abused puppy dog,sadness
"@cindyefolson the signal that makes your internet &quot;go&quot; is pretty bad  getting a tech out will get that fixed up, though!",sadness
i feel a little discouraged here,sadness
"@aliceqfoodie Wow, you mom has a lot of energy. I'm getting tired just reading your tweet and ur living it.",sadness
"Well after a glorious weekend, it's only bloody raining... Nice BH in order then!",sadness
i feel like the saddest most pathetic piece of shit on this planet,sadness
ive got a cough that is deep in my chest and overall i just feel terrible,sadness
Everything is annoying me today,sadness
i can still feel all my muscles aching,sadness
i feel stupid and contagious here we are now entertain us a mulatto an albino a mosquito my libido yeah hey yay im worse at what i do best and for this gift i feel blessed our little group has always been and always will until the end hello hello hello how low,sadness
ive heard a lot of folks share frustrations with feeling inadequate after seeing so many pictures of perfection in projects and homes through blogs and pinterest etc,sadness
i feel at least dating them would not be in vain,sadness
i know there was just two of us but i was feeling somewhat sorry for myself and thought that i might drown my sorrows in a little salt and vinegar and a lot of batter and lard,sadness
"Changed my hairstyle,but it isn't good as it supposed to be~~N I don't think it wealthed that much money..  hate that hairdresser~~;(",sadness
Bit down in the dumps today    Such an awful day !  Maybe good time to write a song   (Y),sadness
Sickkkk  ....and I need 11/20--NOW.,sadness
i feel so bad that im posting this blog so late,sadness
@zhighlife people r weird,sadness
i have a constitution for also not feeling deprived lucky me,sadness
i can tell pms is at work because i feel so weepy,sadness
ive been feeling a bit remorseful about our decision kicking myself that i was too cheap for my own good,sadness
@pntbtrkisses I agree with @Dog_Crazy it's not worth it - block them &amp; let Twitter police know about harrassment.,sadness
im trying to do better with my spending but i feel so deprived,sadness
idk why im so hyper im jumping everyhere. ugh lets let it be friday sweeney todd then cinco de mayo il those parties,sadness
i really thought that after we had her i would stop feeling pained when i heard about other people getting pregnant,sadness
i give uppp a hour of tryin to tlk to @mitchelmusso  i love him but my minutesss lol,sadness
i feel somewhat hopeless and pitiful,sadness
i just had a very brief time in the beanbag and i said to anna that i feel like i have been beaten up,sadness
i feel doomed to failure,sadness
@Rosellyanna she forgot her words and then started crying  and she stopped singing but then carried on and then cried again so she stopped,sadness
Damn I failed in my assassination attempt on Louis  re: http://ff.im/3mrIM,sadness
i feel like i had fake everything,sadness
Im mad cuz i cant get any picture to work.,sadness
@xchristineannx Aww I'm sorry your boys are sick.   I'll keep my fingers crossed for no tails. lol Stay well youself and get better boys!,sadness
has had the flu pass unto me by andy...went shopping and got fresh chicken for chicken soup...but no d&amp;d this sat ...is a sad panda,sadness
"@amillerwvu- you're going to be mad. i got sent to the office by your sub. and our class was really bad after that, i hear. i'm sorry.",sadness
i feel kind of embarrassed writing this that my ladybits must have gotten frozen or something in the swim as it felt like they were numb and didnt thaw out for a good miles,sadness
i feel like a blank canvas i have no clue what i am doing right now,sadness
miss your smile,sadness
sourish limbs is preventing me from gg out on a friday. not happy. i haven't been on at 12am for a v long time...even more so on a fri,sadness
Missing @smartbrain from BKK na.,sadness
i am feeling unhappy and weird,sadness
i feel lame saying mommy just needs to pay this bill call a guy about the camper and paint bedrooms to be more neutral,sadness
i used string and pins but i feel they get too messy and cluttered looking,sadness
i finally realise the feeling of being hated and its after effects are so big,sadness
Guitar lessons tomorrow. ( I have to wake up early again.,sadness
i feel like i missed out on so much during juliannas first two years while i was working full time but we are making up for lost time now,sadness
i just want to stop feeling so shitty i feel terrible and horrid and eurgh,sadness
i feel blank the more it freaks me out,sadness
i feel just a tinge of melancholy around labor day weekend,sadness
@renagades Have a great day..... if the rain keeps up I may go swimming instead of dining here,sadness
@cardiff_blues @CardiffBluesSC Italy another round lets not drop our play and take it to them with a big result out there guys #blues,sadness
"TGIF, too bad the weather sucks...",sadness
ive never owned a mac have always used microsoft and just feel disillusioned with the way theyve managed this roll out all the glitches things not working and overall that vista has been out for months and it is only now that it is starting to become stable thanks to update after update,sadness
@Crizzoid I cant stand summer fever (for me) and when the weather gets really humid  lol,sadness
i ask myself i think about it myself i feel unhappy,sadness
i started today feeling not terrible,sadness
"I hate working nights, cos I'm not really able to enjoy this gorgeous weather, as I will be asleep",sadness
Gaaaaaaaad! Should have stayed in London!,sadness
I don't wanna go to work,sadness
Went shopping for sports tour yesterday with Garley... very very very funny!! Now I need some brunch  And a shower.,sadness
a dog got hit by a car in front of jamies house,sadness
@chocolovere i feel the same way every day,sadness
Summer/ Yet I have to read 6 books.... 6 LONG books,sadness
@alexandramusic morning Alex hope you will be tweeting lots today as we do miss you when you aren't on here  xx,sadness
i think that blogging will be a good way of writing because etries should be short so i won t feel over burdened by the amount of writing i have to do,sadness
i feel like an ungrateful ingrate bastard to confess that i momentarily lost my appreciation for the life i have,sadness
i always feel awkward when im alone in a crowd of peers and feel the need to make friends,sadness
i feel very miserable now,sadness
i guess when you are constantly feeling unhappy around the person it is a sign to you to remove this person from your life,sadness
Bah day is not ending as nicely as it began,sadness
"@ynnsanity Maybe that's why, we're asked to study hard and get a job that we like. That way it wouldn't be that dreadful.",sadness
i am feeling stupid and stuck and i know that the best way to get it to end is just to get it to end,sadness
@RareCandy I wanna go but my car not here...,sadness
i hate feeling this pathetic,sadness
@VegasRex I wish I had time!! But its back to the airport already!,sadness
"recovering from a hard day of homeschooling my dd, chemistry did NOT go well...",sadness
@imfunsizee and jarita i'm going home now and i'm with two hot guys  drool.,sadness
i feel low low low just feel like i dont fail because i cant i fail because its my fault whether actually im able to do it but i just sigh its major fail fail fail,sadness
chick fil a for dinner. Hopefully I feel better. My head and eyes are killing me,sadness
i think this has caused me to resonate more deeply with others who lack connection and support who are alone who feel they do not have support who are suffering,sadness
"@x_crazyangel Gah   But Gregg should have got the hot and talented vote, dammit!",sadness
Hulu Desktop looks nice but not for my region,sadness
@Kenzonian Yes I do! And I'm still almost at my Gmail storage ceiling! ARGH! I am being FORCED to delete stuff.... or buy more space.,sadness
i was feeling so rotten about it,sadness
i am reliving all of the feelings of being rejected less than and not good enough from years ago,sadness
@MHChat #mhchat Childhood experiences inform adult relationships. We have associative memories Not a question of ability to process ,sadness
"going to eat with my aunt soooon, not getting ready just changing.   i hope today is a goood day  idk i miissss himm",sadness
@eabearce oh @ work? poor boy,sadness
"@mspixieriot that sucks...wish we could get it there cheaper...   if you're in montreal, there's a cool shop that carries them up there!",sadness
is not running in the Annapolis half marathon this weekend because i failed to meet the registeration deadline &amp; its completely filled,sadness
"@hereprettykitty You mustv'e read my mind. I WAS going, but now it's thunderstorming AND I have to pick up the boys from the bus stop",sadness
.. i am going to fail my art final. FML. this was by far the worst semester of my life school wise- otherwise it was the best,sadness
"Uggh everything, I'm sending you!!! I keep sending it to my Twitter. So I have to forward it to you!!! I suck at life",sadness
i feel worthless when hes not there to pick me up at the airport,sadness
"@MikeandBobShow   Awww, that wasn't very nice.",sadness
Good morning lovely people. Not gonna lie I've woken up feeling pretty glum.,sadness
im feeling discontent or too comfortable because there is always something i should be working on in my spiritual life,sadness
@neeshababyyy they won't  guys are retarded!,sadness
i feel like a less melancholy holden caulfield,sadness
Im wishing that i had the weekend off so i can go to SOL.,sadness
i think i feel stressed,sadness
i feel pathetic and that i shouldnt make myself feel this way,sadness
"@TheStoryStarts nothing aimed at you, just joining in...sorry",sadness
i do feel bad because im pretty sure im not going to be able to get the other done before we leave for vacation,sadness
i know how i sound and i feel lousy about myself for sounding that way and for feeling the way i sound but i made a good contribution at work today and now the chip is on my shoulder when i think about the mistreatment that i have received,sadness
"can't find my trusty hair tie  My hair will spill all over the place when I run!Mom's bands doesn't work for me,normal ones hurt.(((",sadness
i was feeling lethargic hahaha,sadness
i still feel sleep deprived she is almost sleeping through the night giving us,sadness
i feel like the truth is that to him it just wasnt working out he lost patience with me and he felt he would be better off by not trying to please me,sadness
i dont have much art online that i feel properly represents my skillz an unfortunate scenario i know,sadness
i feel quite photographically lethargic and drained its difficult to explain but im really happy my school semester is coming to an end,sadness
i will feel the sadness when i am more troubled,sadness
i now feel almost resigned to the loss of the hopes and dreams i once had,sadness
i kept my heart open and exposed while watching the news every night i would most likely never recover from the rush of helpless and hopeless feelings created by all the tragic stories,sadness
i feel bad that i don t have anything for you,sadness
so fuckin tired. didn't get home till 5:30. work at bjs at 12:15,sadness
i think this may be the reason i would want to fly back to uae because there i can be oblivious of these conflicts that plague me conflicts that i feel helpless resolving,sadness
i feel really dumb but also have way more sympathy for people with real and life long allergies,sadness
i might have left you feeling disappointed especially if you were anticipating for pics videos,sadness
Snores on TL. Boredom sunk in.,sadness
i can peruse a few pages before i feel that dull headache building at the base of my skull and by that point i m kicking myself for bringing on a dreaded case of car sickness,sadness
i keep feeling that im unloved unwanted unimportant in everyones eyes at all,sadness
i feel idiotic since im going to bring completely separate issues up to him,sadness
@hojomo im having trouble finding really yummy egg free ice-cream   #favoriteicecream - got any recommendations anyone?,sadness
its impossible to watch in full ANY flash video with my mac after 5.7,sadness
i woke up this morning feeling alittle disappointed i logged onto a href http calvaryccv,sadness
i pray for those who are feeling unloved and lonely,sadness
i feel after i quit a job i hated class thumbnail width,sadness
i did feel defeated,sadness
Tracy and Berwick breaks my achy breaky heart  They split ways in the hallways.,sadness
i could feel it but it didnt hurt,sadness
i sneeze i have dark circles under my eyes i feel miserable really,sadness
im feeling gloomy this weekend,sadness
i cant continue to be the whipping post for someone who feels lousy about themselves,sadness
"Darn, I had one and it slipped right through my fingers",sadness
i do feel that you are a little needy because of the tone in your note to me,sadness
i didnt respond because i feel that some days i cant just put on a fake smile and pretend like life is great and not let the negativity creep in,sadness
i often feel that everything around me is so vain and purposeless,sadness
i feel that people are a shamed of me,sadness
i feel about the place and it is unfortunate when i feel it is out of sheer necessity that i have to stay away from home,sadness
i remembered that i gave my day to the holy spirit and filled with his grace how could i feel disturbed with this situation,sadness
#vinb I'm alot more interested in hearing bout differences between parties political ideologies. Parties murky origins r irrefutable #vinb,sadness
Just told me wife there was a chance it would be 2 Sydney teams in AFL grand final. Her response: 'there's two SYDNEY AFL teams?' #serious,sadness
@birdsandbones meeee too. i am listening to sad music and missing you.  ps - http://www.daytrotter.com/,sadness
i could definitely feel the effects as my mouth went pleasantly numb and relaxed feeling spread throughout my body,sadness
First a coat. Now a pair of sunglasses. Next it'll be a limb. #lost,sadness
@khloe_speaks sad music,sadness
STILL TRYING TO GET THIS ALL FIGURED OUT?!!!!,sadness
i need when i feel beaten down,sadness
i sat there in the park friday night listening as he listed everything thatd happened for the past months that had made him feel shitty,sadness
@EMPSFM I had to work and missed it    Shannon could barely contain herself.  She had an amazingly good time,sadness
bed. with stomach ache,sadness
i was soo quiet it was a mixture of not sleeping well and feeling a bit isolated from the big group,sadness
i feel like i m always beaten up by some sort of evil people,sadness
@urbaneprofessor roast them. Then risotto with sage and pine nuts,sadness
"...return my joy cos I'm so  Tired, tired of me Inspire the weary eyed to see the Ire and Irony...",sadness
"@TroublePandaPR Ok that's not true! Plus, you're insulting me saying that I'm insulting you! I've been trying to cheer you up. Butï¿½nadaï¿½",sadness
@shaundiviney u no there was no point pointing it out yesterday and ppl had 2 wait til midnight .... they were kinda pissed,sadness
i feel a little dull,sadness
i ignored my feelings i ignored myself,sadness
home with chocolate and peanut butter. stupid kids on my bus ruined my yearbook,sadness
@Etsy never noticed that before but you're right! guess that's because my heart is always dreaming of travel...,sadness
Damn gud #premiere #LethalWeapon...#funny and #serious,sadness
i was also feeling pretty low being fired four days before christmas,sadness
@gialovescece NO GHOST WHISPERER?!!  What am I going to do without J. Love?!,sadness
"for all the effort and time put into some of these relationships with people, you learn enough not to trust anyone...",sadness
i did feel bad for her because she did feel like she was getting pressured to get her cherry popped,sadness
Aw .. the grillz in my background look like plaque ..,sadness
i feel groggy and want to crawl back into be with my cat and my book,sadness
missed iron chef,sadness
i have a feeling i was one of that idiotic childish trumpeters he was talking about luh,sadness
i feel like i am carrying him suuuper low too,sadness
i feel could have been left out entirely they smack a bit of empty promotion and self congratulation but once one finds the real meat of the information its precious information indeed,sadness
@irize yea yea  im about to torture myself by doing a stanky leg marathon..ima do the dance for hrs til I can't no mo,sadness
@elainanic Hope that migraine doesn't stick around for too long.,sadness
"@UncleCreepy (cont) a bastardized version of French? It's fun, believe me!",sadness
"if one people did any wrong, the world blames all the people over there, this is the great world which we are living in!  Shit!",sadness
a relationship in which i had put my trust,sadness
oh and #antiboyle didn't work out either  never too much of a bad thing eh uk eh,sadness
I can't sleep without him nearby,sadness
i am feeling drained its probably related to addisons,sadness
"For a team as big as Bayern and the they like to play football, their pitch is fucking dreadful. Certainly no Emirates pitch anyway.",sadness
i feel unwelcome at work sometimes and think people might be talking about me,sadness
i wont face these obstacles and feel like a stressed out mess or worse a mommy failure,sadness
i feel something inside paul saying fuck it lets do this lets go for it go for broke,sadness
i lived off lemon bars for a few weeks and then this weekend ate and ate and ate and it was all horrible food and now i feel and look and am horrible,sadness
i am just feeling too rotten to put on a happy face for the night,sadness
ive been feeling a bit disheartened blog wise recently,sadness
Baaarissshhhhh + sad song =  prefect night — feeling alone,sadness
im only and that most people havent exactly settled down yet but the other part of me feels like i missed my chance,sadness
i feel bad for the police officer,sadness
i was too slow to get $1 Up tix,sadness
You know your neck is jacked up when you are forced to pay for parking bc you can't turn you head to parallel park in the free spaces...,sadness
i seem down its probably because i feel a bit defeated,sadness
"is @ school, we're gonna learn how to use skype",sadness
i feel for you i feel sorry for those who think autistics have no ability to empathize,sadness
Allergies suck ducks nuts.     &lt;=====8@8=====&gt;,sadness
i feel guilty leaving an f,sadness
i feel disheartened about that,sadness
"@harneet @RangitaNandy as a kid, i remember searching with the local video store owner in a godown , got a video tape with fungus badluck",sadness
i am feeling very lethargic although still trying to get to the gym today but almost all my time seems to be now in a strange chilled out ambience,sadness
"@Jinath_Hyder I can't have alcohol on it, sadly, but it only flares up under very specific circumstances so I just need to be more careful",sadness
Waking up at unGodly hours to go to work is starting to get old. At least the coffee is good,sadness
I saw amazing heeels. But they were too big,sadness
i feel is that i cant get far enough away from what feeds melancholy for long enough that it would just wither and die off,sadness
i feel all listless,sadness
i am feeling any less submissive,sadness
i know that ann is still feeling very homesick,sadness
i feel like there is too much suffering for those of us in christ jesus,sadness
i feel that i shouldnt be his back up a rel nofollow target blank title girlfriend href http eepctqlhiafjwnrrmas,sadness
i feel just as gloomy about it at the age of as i did when i was,sadness
@kelleyviolet That sucks!    It's thundering here.  I'm getting ready to shut down.,sadness
i admits to feeling remorseful after her outbursts width height,sadness
i remember feeling deeply disappointed,sadness
is Jay Leno's last show tonight,sadness
i feel guilty that he had to drop everything just to take care of me,sadness
"@emo_zaboo its ok, it just hurts abit i thought i was doing a good job... if i was rude to people i could understand...  x",sadness
Forgive me good lord for this time I /knew/ wat am I doing.. Except the mighty oracle just didn't *&amp;@#ing care to fully support UnixODBC.,sadness
"@AnnieAreYouOhK No, it's annoying and makes us girls that follow sports and are knowledgable look dumb",sadness
sick  and HAPPY 13th Amanda,sadness
"Trying to decide on a movie with the friends.. not going to well! lol :p  No bible study 2nite, which means no b-day cake  buy my own??",sadness
ive been feeling ignored,sadness
i then asked as i often do in these situations how i could fix this so she wouldnt feel like i hated her because of my lack of postings on her facebook page,sadness
@DDandDeltaboys will be playing in the Bridge Bar @RameltonWhatsOn this sat (24th Sept) #blues #rhythmandblues #ramelton #donegal,sadness
dam i missed hollyoaks 2nite!,sadness
im depressed on this pretty day  Everyone either is doing something or CAN'T...bleh -.-,sadness
Off to Nanaimo 2day... missing my son already and i havent even left yet,sadness
i had been chained up well time was hard to gauge i had been flogged pierced cut blind folded had hot wax put onto me and deprived of light and sound for periods but never did i feel abused,sadness
I want to cry at the thought of the NBA season being almost over  NEXT YEAR MIAMI!!!!!!!!!!!!,sadness
@kirkfranklin @therealmarymary yall my auntie jus got n a bad car accident...pls pray with me 4 God's will 2 b done...,sadness
i always forgive and am still feeling hurt,sadness
"im sick,youre sick. imy",sadness
@melissajeanine ew.  sorry zach,sadness
i feel vain,sadness
i think theres nothing inherently wrong with feeling homesick,sadness
@Fall_in_love aww me too!!!  we miss you.,sadness
i feel at the person who broke in and stole my gift which represents a very nice memory and turning it into something not so nice,sadness
im sad i feel that every heartbroken song was written just for me,sadness
i didnt want to feel humiliated and was beginning to regret my decision to stay,sadness
i started to feel rotten sore stomach sickness and needing to go the toilet,sadness
"I'm onto you, @Sargon_of_Akkad, I know you secretly pine for a masculine order, objective morality, and disciplined transcendent pursuits.",sadness
Frustrated with copying 13Gigs across USB 1.1.Stupid old servers,sadness
@LiveFreeT  awww that's sad...,sadness
"Going to group therapy session, can't wait to spill my guts... Ha ha ha",sadness
"I'm done with your piano, blues playing, smooth talking ass. On to the nexttt",sadness
ive come to a point where i do not feel my submissive self is up to the task of handling them,sadness
i feel foolish admitting how hard this hit me,sadness
i lay here still awake i find myself feeling unhappy,sadness
it will be my second year that i will not be there,sadness
fell asleep waiting for my ride!,sadness
im really happy with the pregnancy support and would recommend it to anyone whos really feeling like their suffering with back and abdomen aches and pains in pregnancy,sadness
i was sick of feeling so lethargic all the time,sadness
i am very motivated to learn from the lessons of history because otherwise i feel that we are doomed to repeat the same mistakes,sadness
You such a good friend &lt;3 I miss you so much,sadness
@iheartreading hey sorry i just got the tweet about the puppy... and someone already got it,sadness
i didnt need that reminder plus her words made me feel as if she saw me as pathetic,sadness
@freecitysoul my film didn't come out  the camera was broken. lamesauce.,sadness
i feel troubled lord and i honestly don t know why,sadness
i am feeling a bit crappy it is not as bad as it was two weeks ago,sadness
Big Sugar = yet another '90's bandwagon I was too late to get on. Next S&amp;D BNL should reunite them (kind of like they did for the Odds).,sadness
saw a dead bird on my way to work!what a kind of day to start?! Poor little bird!,sadness
"Finally the school day ended, Friday Friday Friday w00t! But it's raining outside.",sadness
Just heard a single i had been waiting MONTHS to hear....and...im disappointed.,sadness
I hate being sick.  Make me soup?,sadness
i do not know how to feel my hearts aching sadness over the loss of those good and kind people and all the other connected losses a href http,sadness
i feel like a letdown and i feel like i allow myself to be hurt,sadness
i miss rich,sadness
Aww okayy we'll tell you about it tomorrow then,sadness
Don't get discouraged when simple minds don't see your vision,sadness
keep @lulion07 and his family in your prayers. his lil bro jus passed away,sadness
i actually read it im left feeling disillusioned and all the insecurities single ladies attempt to play down on a daily basis surface without me wanting them to,sadness
i also love to be complimented substantially more when i feel like i look shitty,sadness
im beginning to feel listless and a bit lonely,sadness
sadd..  last night in fl.. going back to AR tomorrow,sadness
i hate feeling discontent but its what im feeling right now and im tired of hiding it,sadness
I HATE rob zombie movies. &amp; the smell of weed. Vommmm.,sadness
"Got caught in the rain. Sand Monsoon all the way home, even though i looked like a complete idiot",sadness
i feel so beaten down by the constant anxiety and frustration of looking for word and being constantly disappointed,sadness
@AwkwardTown fuck! I'm already thinking about all the shows I'm going to have to miss because I'm broke.,sadness
i try not to let my anxiety show and make him feel unwelcome,sadness
i wonder are you jealous or feeling of discontent or covetousnes,sadness
i would give you ample reasons to feel ashamed,sadness
"I had a hard time loving people as Christ did, today people picking stuff up at my work were just dumb, and annoying",sadness
i feel a little ashamed that i had such low expectations in the first place,sadness
Wish I was going back to the lake for the weekend...had a blast...miss my lil bro,sadness
i have a wonderful mother in law who has in every way has been like a mother to me for years more often than not i end up feeling a bit melancholy on mother s day,sadness
"Had a crazy night, lost keys, walked home, missed my papi's calls from the swizzy.    I'm sad",sadness
@jessiimiica I am like the most saddest person on jtv right now because you are not on,sadness
i personally feel that i did this crime should be punished pubicly whether he belong to any caste creed color any elite or mogul group,sadness
"I had some work to do, but my wrist hurts too much to do any of it.",sadness
i was feeling regretful that i made contact with someone with whom i need to keep distance,sadness
@JaylaStarr  I guess you are not interested !!,sadness
i feel unwelcome in my own country,sadness
i feel like i know i m troubled and that s why i give myself an excuse,sadness
ahh sore throat and tired. want to go back to bed. but have work,sadness
@marsacademy *HUGS you*  awwww......i'm sorry you are feeling sad E!,sadness
i feel drastically inadequate for the needs i feel swirling around me,sadness
i feel homesick and miss my snobbish fluffy cat,sadness
i felt so deep in my heart that that love was not lost that caresse was my way to be in touch with the rest of universe that love as hate as all the strong feelings are never vain and never lost,sadness
Nothing 2 do 2nte  Boooooooo! I'm totally bored!,sadness
"I'm bored... Don't want to stay home tonight, but don't want to spend money  blah",sadness
Shit night. want john  where is he?,sadness
"@Goatzilla  im not that good yet, my parents still buy me clothes and stuff when i need them &gt;_&gt; but i dont get pocket money anymore",sadness
i feel resigned that its never going to finish,sadness
i know if i do ill get guilted about making her feel unwelcome,sadness
at home sick,sadness
"@Katrinasummer Dude, I hear ya. I'll be 26 two weeks from tomorrow. I feel old.",sadness
i was challenged by the clip where richard gere gives julia roberts money to buy some pretty clothes she walks into an expensive boutique in her work clothes and the condescending staff refuse to serve her and leave her feeling humiliated,sadness
i was failing to perform my expected duties and worrying about things i may have forgotten yesterday when i was starting to feel rather crappy,sadness
at work with a HUGE headache,sadness
I'm sleepy but is feeling under the weather! ugh! These damn tonsils. I need some company or somebody to talk too!,sadness
Liam is too distant makes me mourn 😪,sadness
ive been having breakdowns again ive been feeling depressed and for the three four days i was sticking to my old sleeping pattern i was feeling pretty great not the best but better than normal,sadness
